6.Omurlar,,,,,,,,,,,,,
"7.Sternum, costa",,,,,,,,,,,,,
"8.Os sacrum, pelv",,,,,,,,,,,,,
"9.Os frontale, os parietale, os occipitale",,,,,,,,,,,,,
"10.Os temporale, os zygomaticum, maxill",,,,,,,,,,,,,
"11.Mandibula, os ethmoidale, os sphenoidale",,,,,,,,,,,,,
"12.Os palatinum, os lacrimale, os nasale, concha nasalis inferior, vomer",,,,,,,,,,,,,
13.Norma occipitalis-basillari,,,,,,,,,,,,,
14.Norma lateralis,,,,,,,,,,,,,
15.Boyun kasla,,,,,,,,,,,,,
16.Sırt kasları,,,,,,,,,,,,,
17.Karın Kasları,,,,,,,,,,,,,
18.Üst ekstremite kasları 1,,,,,,,,,,,,,
19.Üst ekstremite kasları 2,,,,,,,,,,,,,
20.Alt ekstremite kasları 1,,,,,,,,,,,,,
21.Alt ekstremite kasları 2,,,,,,,,,,,,,
,,,,,,,,,,,,,
HİSTOLOJİ VE EMBRİYOLOJİ AD.,,,,,,,,,,,,,
"Hiyalin kıkırdak (trakea) –H&E
Elastik kıkırdak (kulak kepçesi) -Safranalin
Fibröz kıkırdak (İntervertebral disk) –H&E
Kompakt kemik –Thionin pikrik asit
Desmal (intramembranöz) kemikleşme –H&E
Kondral (Endokondral) kemikleşme –H&E",,,,,,,,,,,,,
,,,,,,,,,,,,,
FİZYOLOJİ AD.,,,,,,,,,,,,,
"Kurbağada iskelet kasın fizyolojik özelliklerinin gösterilmesi
1-Kasın direkt-indirekt uyarılması (Claud Bernard deneyi)
2-İskelet kasında eşik değer ve hep-hiç yasası ilkesinin gösterilmesi
3-İskelet kasında yorgunluk belirtilerinin araştırılması
4-İskelet kasında sumasyon, tam ve tam olmayan tetanusun gösterilmesi",,,,,,,,,,,,,
