Dönem,Start Date,Start Time,End Time,Subject,Description,Location,,,,,,,,,,,,,,,,,,,
Time Table 1,22 Ocak 2026 Perşembe,11:00,12:30,BIOPHYSICS PRACTICAL TERM EXAMINATION /PHYSIOLOGY LABORATORY SKILLS EXAMINATION,MOLECULER BASIS OF LIFE + CELL / MOLECULER BASIS OF LIFE ,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,23 Ocak 2026 Cuma,10:00,12:30,EXAMINATION,INTRODUCTION TO MEDICINE + MOLECULAR BASIS OF LIFE + CELL + MEDICAL SKILLS LABORATORY (COMMUNICATION I),FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,23 Ocak 2026 Cuma,14:00,16:00,DISTANCE EDUCATION SUPPLEMENTARY EXAMS,TÜRK DİLİ-I + YABANCI UYRUKLULAR İÇİN TÜRK DİLİ-I + ATATÜRK İLKELERİ VE İNKLAP TARİHİ-I + YABANCI UYRUKLULAR İÇİN ATATÜRK İLKELERİ VE İNKLAP TARİHİ-I + FİNE ARTS-I,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,26 Ocak 2026 Pazartesi,08:30,16:20,SEMESTER HOLIDAY,,,,,,,,,,,,,,,,,,,,,
Time Table 1,27 Ocak 2026 Salı,08:30,16:20,SEMESTER HOLIDAY,,,,,,,,,,,,,,,,,,,,,
Time Table 1,28 Ocak 2026 Çarşamba,08:30,16:20,SEMESTER HOLIDAY,,,,,,,,,,,,,,,,,,,,,
Time Table 1,29 Ocak 2026 Perşembe,08:30,16:20,SEMESTER HOLIDAY,,,,,,,,,,,,,,,,,,,,,
Time Table 1,30 Ocak 2026 Cuma,08:30,16:20,SEMESTER HOLIDAY,,,,,,,,,,,,,,,,,,,,,
Time Table 1,2 Şubat 2026 Pazartesi,08:30,16:20,SEMESTER HOLIDAY,,,,,,,,,,,,,,,,,,,,,
Time Table 1,3 Şubat 2026 Salı,08:30,16:20,SEMESTER HOLIDAY,,,,,,,,,,,,,,,,,,,,,
Time Table 1,4 Şubat 2026 Çarşamba,08:30,16:20,SEMESTER HOLIDAY,,,,,,,,,,,,,,,,,,,,,
Time Table 1,5 Şubat 2026 Perşembe,08:30,16:20,SEMESTER HOLIDAY,,,,,,,,,,,,,,,,,,,,,
Time Table 1,6 Şubat 2026 Cuma,08:30,16:20,SEMESTER HOLIDAY,,,,,,,,,,,,,,,,,,,,,
Time Table 1,9 Şubat 2026 Pazartesi,08:30,16:20,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,10 Şubat 2026 Salı,08:30,16:20,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,11 Şubat 2026 Çarşamba,08:30,16:20,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,12 Şubat 2026 Perşembe,08:30,16:20,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,13 Şubat 2026 Cuma,08:30,16:20,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,16 Şubat 2026 Pazartesi,09.30,15.20,BİLGİ KURAMI ve BİLİMSEL DÜŞÜNMEYE GİRİŞ İ1-İ2 GRUBU -  (Türkçe Tıp ile Ortak Ders),DİKEY KORİDOR I / TIP EĞİTİMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,17 Şubat 2026 Salı,09.30,15.20,BİLGİ KURAMI ve BİLİMSEL DÜŞÜNMEYE GİRİŞ İ1-İ2 GRUBU -  (Türkçe Tıp ile Ortak Ders),DİKEY KORİDOR I / TIP EĞİTİMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,18 Şubat 2026 Çarşamba,09.30,15.20,BİLGİ KURAMI ve BİLİMSEL DÜŞÜNMEYE GİRİŞ İ1-İ2 GRUBU -  (Türkçe Tıp ile Ortak Ders),DİKEY KORİDOR I / TIP EĞİTİMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,19 Şubat 2026 Perşembe,09.30,15.20,BİLGİ KURAMI ve BİLİMSEL DÜŞÜNMEYE GİRİŞ İ1-İ2 GRUBU -  (Türkçe Tıp ile Ortak Ders),DİKEY KORİDOR I / TIP EĞİTİMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,20 Şubat 2026 Cuma,09.30,15.20,BİLGİ KURAMI ve BİLİMSEL DÜŞÜNMEYE GİRİŞ İ1-İ2 GRUBU -  (Türkçe Tıp ile Ortak Ders),DİKEY KORİDOR I / TIP EĞİTİMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,23 Şubat 2026 Pazartesi,08:30,09:10,1-Molecular Biophysical Methods /Doç.Dr.  Bilge ÖZERMAN EDİS (Prof.Dr. Leman YALÇINTEPE GÜNEŞTUTAR),TISSUE / BİYOFİZİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,23 Şubat 2026 Pazartesi,09:20,10:00,2-Biomolecules in Biological Environment - Physical Examination Methods / Doç.Dr. Bilge ÖZERMAN EDİS (Prof.Dr. Leman YALÇINTEPE GÜNEŞTUTAR),TISSUE / BİYOFİZİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,23 Şubat 2026 Pazartesi,10:10,10:50,1- Introduction to Anatomy and Anatomy of Locomotor System / Dr. Öğr.Üyesi Osman COŞKUN  (Doç.Dr. Özcan GAYRETLİ),MOVEMENT / ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,23 Şubat 2026 Pazartesi,11:00,11:40,5- Clavicula-scapula-humerus / Dr. Öğr.Üyesi Osman COŞKUN (Doç.Dr. Özcan GAYRETLİ),MOVEMENT / ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,23 Şubat 2026 Pazartesi,11:50,12:30,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,23 Şubat 2026 Pazartesi,12:30,13.30,ÖĞLE ARASI,,,,,,,,,,,,,,,,,,,,,
Time Table 1,23 Şubat 2026 Pazartesi,13:30,14:10,1-Investigation of the cell / Prof.Dr. Selçuk DAŞDEMİR (Prof.Dr. Fatma SAVRAN OĞUZ),TISSUE / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,23 Şubat 2026 Pazartesi,14:20,15:00,2-Epigenetic analysis methods and applications / Doç.Dr. Hayriye ŞENTÜRK ÇİFTÇİ (Prof.Dr. Fatma  OĞUZ),TISSUE / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,23 Şubat 2026 Pazartesi,15.10,15.50,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,24 Şubat 2026 Salı,08:30,09:10,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,24 Şubat 2026 Salı,09:20,10:00,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,24 Şubat 2026 Salı,10:10,10:50,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,24 Şubat 2026 Salı,11:00,11:40,3-Recombinant DNA technology and applications in medicine / Prof.Dr. Selçuk DAŞDEMİR (Doç.Dr. Hayriye ŞENTÜRK ÇİFTÇİ),TISSUE / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,24 Şubat 2026 Salı,11:50,12:30,4-Molecular Basis of Single Gene Diseases / Prof.Dr. Selçuk DAŞDEMİR (Prof.Dr. Fatma  OĞUZ),TISSUE / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,24 Şubat 2026 Salı,12:30,13.30,ÖĞLE ARASI,,,,,,,,,,,,,,,,,,,,,
Time Table 1,24 Şubat 2026 Salı,13:30,15:20,LABORATORY SKILLS ( Suturing Techniques ) İ2,MEDICAL SKILLS LABORATORY,,,,,,,,,,,,,,,,,,,,
Time Table 1,24 Şubat 2026 Salı,15:20,16:20,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,25 Şubat 2026 Çarşamba,08:30,09:10,6-Autosomal Dominant and Recessive Inheritance / Prof.Dr. Selçuk DAŞDEMİR (Doç.Dr. Hayriye ŞENTÜRK ÇİFTÇİ),TISSUE / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,25 Şubat 2026 Çarşamba,09:20,10:00,5-Dominant and Recessive Inheritance due to X Chromosome / Doç.Dr. Hayriye ŞENTÜRK ÇİFTÇİ (Prof.Dr. Selçuk DAŞDEMİR),TISSUE / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,25 Şubat 2026 Çarşamba,10:10,10:50,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,25 Şubat 2026 Çarşamba,11:00,11:40,5- Clavicula-scapula-humerus / Dr. Öğr.Üyesi Osman COŞKUN (Doç.Dr. Özcan GAYRETLİ),MOVEMENT / ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,25 Şubat 2026 Çarşamba,11:50,12:30,"4- Vertebral column , Bones of thorax - Bones of pelvis / Dr. Öğr.Üyesi Osman COŞKUN (Doç.Dr. Özcan GAYRETLİ)",MOVEMENT / ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,25 Şubat 2026 Çarşamba,12:30,13.30,ÖĞLE ARASI,,,,,,,,,,,,,,,,,,,,,
Time Table 1,25 Şubat 2026 Çarşamba,13:30,14:10,Elective Courses - 1,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,25 Şubat 2026 Çarşamba,14:20,15:00,Elective Courses - 1,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,25 Şubat 2026 Çarşamba,15:10,15:50,Elective Courses - 1,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,26 Şubat 2026 Perşembe,08:30,09:10,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,26 Şubat 2026 Perşembe,09:20,10:00,7-Non Mendelian Genetics and Its Inheritance /Prof.Dr. Selçuk DAŞDEMİR (Doç.Dr. Hayriye ŞENTÜRK ÇİFTÇİ),TISSUE / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,26 Şubat 2026 Perşembe,10:10,10:50,8-Molecular Diagnosis in the Study of Genetic Diseases Methods and Its Applications / Prof.Dr. Selçuk DAŞDEMİR (Prof.Dr. Fatma SAVRAN OĞUZ),TISSUE / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,26 Şubat 2026 Perşembe,11:00,11:40,Carcinogenesis and new approaches to cancer / Doç.Dr. Başak GÜNÇER (Doç.Dr. Bilge Özerman Edis),TISSUE / BİYOFİZİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,3-Molecular Biophysical Methods / Öğr.Gör.Dr. Bilge ÖZERMAN EDİS (Prof.Dr. Leman YALÇINTEPE GÜNEŞTUTAR),,,,,,,,,,,,,,,,,,
Time Table 1,26 Şubat 2026 Perşembe,11:50,12:30,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,26 Şubat 2026 Perşembe,12:30,13.30,ÖĞLE ARASI,,,,,,,,,,,,,,,,,,,,,
Time Table 1,26 Şubat 2026 Perşembe,13:30,15:20,LABORATORY SKILLS (BIOPHYSICS 1) İ1- (MEDICAL BIOLOGY 1 )i2,TISSUE,,,,,,,,,,,,,,,,,,,,
Time Table 1,26 Şubat 2026 Perşembe,15:30,16:10,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,27 Şubat 2026 Cuma,08:30,09.10,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,27 Şubat 2026 Cuma,09.20,10.00,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,27 Şubat 2026 Cuma,11:00,11:40,"1-Medicine in Prehistory, Mesopotamia, Ancient Egypt, lndian and Chinese Civilzations / Prof. Dr. İlhan İLKILIÇ (Prof. Dr. Fatma Arın NAMAL)",MEDICAL SKILLS LABORATORY / TIP TARİHİ VE ETİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,27 Şubat 2026 Cuma,11:50,12:30,2-Medicine in Ancient Greece and Rome / Prof. Dr. İlhan İLKILIÇ (Prof. Dr. Fatma Arın NAMAL,MEDICAL SKILLS LABORATORY / TIP TARİHİ VE ETİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,27 Şubat 2026 Cuma,12:30,14:00,ÖĞLE ARASI,,,,,,,,,,,,,,,,,,,,,
Time Table 1,27 Şubat 2026 Cuma,14:00,15:50,LABORATORY SKILLS (BIOPHYSICS 1) İ2  Discussion İ1,TISSUE/ DİKEY KORİDOR,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,2 Mart 2026 Pazartesi,08:30,09:10,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,2 Mart 2026 Pazartesi,09:20,10:00,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,2 Mart 2026 Pazartesi,10:10,10:50,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,2 Mart 2026 Pazartesi,11:00,11:40,COMMUNICATION SKILLS 2 Orientation to the course - aim and learning objectives / Doç. Dr. Müge BOZKURT (Dr. Öğr. Üyesi Irmak POLAT),MEDICAL SKILLS LABORATORY / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,2 Mart 2026 Pazartesi,11:50,12:30,COMMUNICATION SKILLS 2 Movie 1 Doç. Dr. Müge BOZKURT (Dr. Öğr. Üyesi Irmak POLAT),MEDICAL SKILLS LABORATORY / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,2 Mart 2026 Pazartesi,11:50,12:30,COMMUNICATION SKILLS 2 Discussion 1 / Doç. Dr. Müge BOZKURT (Dr. Öğr. Üyesi Irmak POLAT),MEDICAL SKILLS LABORATORY / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,2 Mart 2026 Pazartesi,12:30,13.30,ÖĞLE ARASI,,,,,,,,,,,,,,,,,,,,,
Time Table 1,2 Mart 2026 Pazartesi,13:30,16:20,Anatomy Laboratory 1/21 (Türkçe Tıp ile ortak ders),MOVEMENT / ANATOMİ AD.,,,,,,,,,,,,,,,,,,,,
Time Table 1,3 Mart 2026 Salı,08:30,09:10,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,3 Mart 2026 Salı,09:20,10:00,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,3 Mart 2026 Salı,10:10,10:50,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,3 Mart 2026 Salı,11:00,11:40,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,3 Mart 2026 Salı,11:50,12:30,9-Immunobiology / Prof.Dr. Fatma OĞUZ (Doç.Dr. Hayriye ŞENTÜRK ÇİFTÇİ),TISSUE / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,3 Mart 2026 Salı,12:30,13.30,ÖĞLE ARASI,,,,,,,,,,,,,,,,,,,,,
Time Table 1,3 Mart 2026 Salı,13:30,14:10,10-Immunogenetics / Prof.Dr. Fatma OĞUZ (Doç.Dr. Hayriye ŞENTÜRK ÇİFTÇİ),TISSUE / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,3 Mart 2026 Salı,14:20,15:00,COMMUNICATION SKILLS 2 Movie 2 / Dr. Öğr. Üyesi Irmak POLAT  (Doç. Dr. Dilek ANUK),MEDICAL SKILLS LABORATORY / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,3 Mart 2026 Salı,15:10,15:50,COMMUNICATION SKILLS 2 Discussion 2 / Dr. Öğr. Üyesi Irmak POLAT  (Doç. Dr. Dilek ANUK),MEDICAL SKILLS LABORATORY / RUH SAĞLIĞI VE HASTALIKLARI AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,3 Mart 2026 Salı,16:00,16:40,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,4 Mart 2026 Çarşamba,08:30,09:10,INTEGRATED SESSION - Carcinogenesis / Prof.Dr. Fatma OĞUZ - Prof.Dr. Handan AKÇAKAYA (Prof. Dr.Işıl ALBENİZ) (Türkçe Tıp ile ortak ders),TISSUE / TIBBİ BİYOLOJİ AD. - BİYOFİZİK AD.,AZİZ SANCAR AMFİSİ,,,,,,,,,,,,,,,,,,,
Time Table 1,4 Mart 2026 Çarşamba,09:20,10:00,11-Stem Cell Biology / Prof.Dr. Fatma OĞUZ (Doç.Dr. Hayriye ŞENTÜRK ÇİFTÇİ),TISSUE / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,4 Mart 2026 Çarşamba,10:10,10:50,12-Molecular and Cellular Treatment Modalites and Gene Therapy / Prof.Dr. Fatma OĞUZ (Doç.Dr. Hayriye ŞENTÜRK ÇİFTÇİ),TISSUE / TIBBİ BİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,4 Mart 2026 Çarşamba,11:00,11:40,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,4 Mart 2026 Çarşamba,11:50,12:30,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,4 Mart 2026 Çarşamba,12:30,13:30,GÜZ DÖNEMİ DÖNEM DEĞERLİNDİRME TOPLANMASI (İngilizce Tıp ile ortak ders),,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,4 Mart 2026 Çarşamba,13:30,14:10,Elective Courses - 2,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,4 Mart 2026 Çarşamba,14:20,15:00,Elective Courses - 2,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,4 Mart 2026 Çarşamba,15:10,15:50,Elective Courses - 2,,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,5 Mart 2026 Perşembe,08:30,10:20,LABORATORY SKILLS (MEDICAL BIOLOGY 1) İ1 Discussion İ2,TISSUE/DİKEY KORİDOR,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI SEÇMELİ DERS AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,5 Mart 2026 Perşembe,11:00,11:40,1-Development and structure of epithelial tissue / Prof.Dr. Sibel KÖKTÜRK (Doç. Dr. Elif KERVANCIOĞLU DEMİRCİ),TISSUE / HİSTOLOJİ VE EMBİRİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,5 Mart 2026 Perşembe,11:50,12:30,2-Types of epithelia / Prof.Dr. Sibel KÖKTÜRK (Doç. Dr. Elif KERVANCIOĞLU DEMİRCİ),TISSUE / HİSTOLOJİ VE EMBİRİYOLOJİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,5 Mart 2026 Perşembe,12:30,13:30,ÖĞLE ARASI,,,,,,,,,,,,,,,,,,,,,
Time Table 1,5 Mart 2026 Perşembe,13:30,14:10,3-Medicine in Byzantium and the western Middle Ages / Prof. Dr. İlhan İLKILIÇ (Prof. Dr. Fatma Arın NAMAL),MEDICAL SKILLS LABORATORY / TIP TARİHİ VE ETİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,5 Mart 2026 Perşembe,14:20,15:00,4-lslamic Medicine in the Middle Ages /Prof. Dr. İlhan İLKILIÇ (Prof. Dr. Fatma Arın NAMAL),MEDICAL SKILLS LABORATORY / TIP TARİHİ VE ETİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,5 Mart 2026 Perşembe,15:10,15:50,5- Clavicula-scapula-humerus / Dr. Öğr.Üyesi Osman COŞKUN (Doç.Dr. Özcan GAYRETLİ),MOVEMENT / ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,5 Mart 2026 Perşembe,16:00,16:40,6- Radius - ulna - bones of hand / Doç.Dr. Özcan GAYRETLİ (Dr. Öğr.Üyesi Osman COŞKUN) ,MOVEMENT / ANATOMİ AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,6 Mart 2026 Cuma,08:30,10:20,LABORATORY SKILLS (HISTOLOGY AND EMBRYOLOGY 1) İ1 - (MEDICAL BIOLOGY 2) İ2,TISSUE,,,,,,,,,,,,,,,,,,,,
Time Table 1,6 Mart 2026 Cuma,11:00,11:40,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,6 Mart 2026 Cuma,11:50,12:30,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,6 Mart 2026 Cuma,12:30,14:00,ÖĞLE ARASI,,,,,,,,,,,,,,,,,,,,,
Time Table 1,6 Mart 2026 Cuma,14:00,14:40,7- Cranial bones I / Doç.Dr. Özcan GAYRETLİ (Dr. Öğr.Üyesi Osman COŞKUN) (Türkçe Tıp ile Ortak Ders),MOVEMENT / ANATOMİ AD.,,,,,,,,,,,,,,,,,,,,
Time Table 1,6 Mart 2026 Cuma,14:50,15:30,8- Cranial bones II / Doç.Dr. Özcan GAYRETLİ (Dr. Öğr.Üyesi Osman COŞKUN) (Türkçe Tıp ile Ortak Ders),MOVEMENT / ANATOMİ AD.,,,,,,,,,,,,,,,,,,,,
Time Table 1,6 Mart 2026 Cuma,15:40,16:20,FREE TIME,,,,,,,,,,,,,,,,,,,,,
Time Table 1,9 Mart 2026 Pazartesi,08:30,09:10,4-Elektromagnetic spectrum and radiation / Doç.Dr. Leyla TÜRKER ŞENER (Doç.Dr. Bilgi ÖZERMAN EDİS),TISSUE / BİYOFİZİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,9 Mart 2026 Pazartesi,09:20,10:00,5-Medical use of radiation and radiation protection / Doç.Dr. Leyla TÜRKER ŞENER (Doç.Dr. Bilgi ÖZERMAN EDİS),TISSUE / BİYOFİZİK AD.,FAKÜLTEMİZ WEB SİTESİ ÖĞRENCİ AĞI AMFİ PROGRAMINA BAKINIZ,,,,,,,,,,,,,,,,,,,
Time Table 1,9 Mart 2026 Pazartesi,10:30,12:20,LABORATORY SKILLS ( Suturing Techniques ) İ1,MEDICAL SKILLS LABORATORY,,,,,,,,,,,,,,,,,,,,
